"Exported to CSV on Wednesday, September 6, 2023"

"Person ID External","Job Title","Company","Comments","Department/Team interested in","Subsidiary"
"2000002128","COORDINADOR(A) M&A-EBOS","CEMENTOS ARGOS S.A. (CEM-CO02)","Crecer dentro de Cementos y adquirir mayores responsabilidades; dirigiendo a varias personas para cumplir objetivos.","FINANCE","ARGOS"
"2000002865","ASESOR(A) COMERCIAL NM I","CEMENTOS ARGOS S.A. (CEM-CO02)",,"COMMERCIAL MANAGEMENT & MARKETING","GRUPO ARGOS"
"2000002865","ASESOR(A) COMERCIAL NM I","CEMENTOS ARGOS S.A. (CEM-CO02)",,"AUDIT","GRUPO ARGOS"
"2000010569","ASESOR(A) COMERCIAL NI","CEMENTOS ARGOS S.A. (CEM-CO02)","GERENCIA COMERCIAL.","COMMERCIAL MANAGEMENT & MARKETING","ARGOS"
"2000010869","DIRECTOR(A) NEGOCIO INDUSTRIAL - RD","ARGOS DOMINICANA S.A. (CEM-DO00)",,,
"2000003779","GERENTE(A) ARGOS","CEMENTOS ARGOS S.A. (CEM-CO02)",,"COMMERCIAL MANAGEMENT & MARKETING","GRUPO ARGOS"
"2000003779","GERENTE(A) ARGOS","CEMENTOS ARGOS S.A. (CEM-CO02)",,"COMMERCIAL MANAGEMENT & MARKETING","ARGOS"
"2000003779","GERENTE(A) ARGOS","CEMENTOS ARGOS S.A. (CEM-CO02)",,"COMMERCIAL MANAGEMENT & MARKETING","CELSIA"
"2000002131","ASESOR(A) COMERCIAL NI","CEMENTOS ARGOS S.A. (CEM-CO02)",,"COMMERCIAL MANAGEMENT & MARKETING","GRUPO ARGOS"
"2000002868","ASESOR(A) COMERCIAL NI","CEMENTOS ARGOS S.A. (CEM-CO02)","GESTION DE COMPRAS Y ABASTECIMIENTO","SOURCING","ARGOS"
"2000003780","ASESOR(A) COMERCIAL NI","CEMENTOS ARGOS S.A. (CEM-CO02)",,"N/D","ARGOS"
"2000002869","LIDER NEGOCIO ACCESO A VIVIENDA","CEMENTOS ARGOS S.A. (CEM-CO02)",,"COMMUNITY RELATIONS","GRUPO ARGOS"
"2000002869","LIDER NEGOCIO ACCESO A VIVIENDA","CEMENTOS ARGOS S.A. (CEM-CO02)",,"FOUNDATION","GRUPO ARGOS"
"2000002869","LIDER NEGOCIO ACCESO A VIVIENDA","CEMENTOS ARGOS S.A. (CEM-CO02)",,"URBAN DEVELOPMENT","GRUPO ARGOS"
"2000002869","LIDER NEGOCIO ACCESO A VIVIENDA","CEMENTOS ARGOS S.A. (CEM-CO02)",,"SUSTAINABILITY","GRUPO ARGOS"
"2000002132","GERENTE(A) COMERCIAL NI","CEMENTOS ARGOS S.A. (CEM-CO02)","A través de mi formación, experiencia profesional en otras compañías y la experiencia adquirida al interior de Cementos Argos, considero puedo liderar y aportar en el área comercial en Regional Colombia u otras Regionales. Tengo un alto liderazgo en la gerencia de equipos, desarrollo y apertura de nuevos mercados, Excelente relacionamiento y manejo de clientes, alta capacidad de negociación y orientado a los resultados. Adicionalmente tengo experiencia y conocimiento en la implementación y puesta en marcha de sistemas de gestión integral, cuento con experiencia en la planeación y ejecución de proyectos de ingeniería.","COMMERCIAL MANAGEMENT & MARKETING","ARGOS"
"2000002871","ASESOR(A) COMERCIAL NI","CEMENTOS ARGOS S.A. (CEM-CO02)",,"COMMERCIAL MANAGEMENT & MARKETING","ODINSA"
"2000010571","ASESOR(A) COMERCIAL NI","CEMENTOS ARGOS S.A. (CEM-CO02)",,"COMMERCIAL MANAGEMENT & MARKETING","ARGOS"
"2000003781","ASESOR(A) COMERCIAL NI","CEMENTOS ARGOS S.A. (CEM-CO02)",,"COMMERCIAL MANAGEMENT & MARKETING","ARGOS"
"2000002133","GERENTE(A) COMERCIAL NI","CEMENTOS ARGOS S.A. (CEM-CO02)","La experiencia durante el encargo de la gerencia regional Zona Norte, me dio una visión más amplia del negocio.
Sigo interesado en alguna oportunidad dentro de la VP Regional Colombia","COMMERCIAL MANAGEMENT & MARKETING","ARGOS"
"2000010572","ASESOR(A) COMERCIAL NI","CEMENTOS ARGOS S.A. (CEM-CO02)",,"COMMERCIAL MANAGEMENT & MARKETING","ARGOS"
"2000002875","ASESOR(A) COMERCIAL NI","CEMENTOS ARGOS S.A. (CEM-CO02)",,"FOUNDATION","GRUPO ARGOS"
"2000002876","ASESOR(A) COMERCIAL NI","CEMENTOS ARGOS S.A. (CEM-CO02)","Con el fin de complementar en mi perfil comercial","COMMERCIAL MANAGEMENT & MARKETING","ARGOS"
"2000002135","ASESOR(A) COMERCIAL NI","CEMENTOS ARGOS S.A. (CEM-CO02)","PROXIMA A JUBILACIÓN","COMMERCIAL MANAGEMENT & MARKETING","ARGOS"
"2000002877","ASESOR(A) COMERCIAL NI","CEMENTOS ARGOS S.A. (CEM-CO02)",,"COMMERCIAL MANAGEMENT & MARKETING","ARGOS"
"2000003782","ASESOR(A) COMERCIAL NI","CEMENTOS ARGOS S.A. (CEM-CO02)",,"TECHNICAL","ARGOS"
"2000003782","ASESOR(A) COMERCIAL NI","CEMENTOS ARGOS S.A. (CEM-CO02)",,"LOGISTICS","ARGOS"
"2000003783","ASESOR(A) COMERCIAL NM II","CEMENTOS ARGOS S.A. (CEM-CO02)","Trabajar en la compañia ha sido de gran aprendizaje para mi. Si tuviera la oportunidad de desempeñarme en otras areas podria expandir y poner en practica lo aprendido durante estos 13 años.","COMMERCIAL MANAGEMENT & MARKETING","ARGOS"
"2000001240","ASESOR(A) COMERCIAL NM I","CEMENTOS ARGOS S.A. (CEM-CO02)",,"ADMINISTRATIVE","GRUPO ARGOS"
"2000001240","ASESOR(A) COMERCIAL NM I","CEMENTOS ARGOS S.A. (CEM-CO02)",,"COMMERCIAL MANAGEMENT & MARKETING","GRUPO ARGOS"
"2000003626","ASESOR(A) COMERCIAL NM II","CEMENTOS ARGOS S.A. (CEM-CO02)",,"COMMERCIAL MANAGEMENT & MARKETING","CELSIA"
"2000010491","ASESOR(A) COMERCIAL NM I","CEMENTOS ARGOS S.A. (CEM-CO02)",,"COMMERCIAL MANAGEMENT & MARKETING","ARGOS"
"2000010492","ASESOR(A) COMERCIAL NM I","CEMENTOS ARGOS S.A. (CEM-CO02)",,"COMMERCIAL MANAGEMENT & MARKETING","ARGOS"
"2000003627","ASESOR(A) COMERCIAL NM I","CEMENTOS ARGOS S.A. (CEM-CO02)",,"COMMERCIAL MANAGEMENT & MARKETING","ARGOS"
"2000002502","ASESOR(A) COMERCIAL NM I","CEMENTOS ARGOS S.A. (CEM-CO02)","Siempre ha sido mi interés la parte ambiental","ENVIRONMENT","ARGOS"
"2000002503","ASESOR(A) COMERCIAL NM I","CEMENTOS ARGOS S.A. (CEM-CO02)",,"COMMERCIAL MANAGEMENT & MARKETING","GRUPO ARGOS"
"2000002504","ASESOR(A) COMERCIAL NM I","CEMENTOS ARGOS S.A. (CEM-CO02)",,"COMMERCIAL MANAGEMENT & MARKETING","ARGOS"
"2000002504","ASESOR(A) COMERCIAL NM I","CEMENTOS ARGOS S.A. (CEM-CO02)",,"BUSINESS DEVELOPMENT & INNOVATION","ARGOS"
"2000002504","ASESOR(A) COMERCIAL NM I","CEMENTOS ARGOS S.A. (CEM-CO02)",,"STRATEGIC MANAGEMENT","ARGOS"
"2000002505","PROFESIONAL INVENTARIOS","CEMENTOS ARGOS S.A. (CEM-CO02)",,"MAINTENANCE","ARGOS"
"2000002505","PROFESIONAL INVENTARIOS","CEMENTOS ARGOS S.A. (CEM-CO02)",,"ADMINISTRATIVE","ARGOS"
"2000002505","PROFESIONAL INVENTARIOS","CEMENTOS ARGOS S.A. (CEM-CO02)",,"AUDIT","GRUPO ARGOS"
"2000002506","ASESOR(A) COMERCIAL NM I","CEMENTOS ARGOS S.A. (CEM-CO02)",,"N/D","ARGOS"
"2000001975","ASESOR(A) COMERCIAL NM I","CEMENTOS ARGOS S.A. (CEM-CO02)",,"COMMERCIAL MANAGEMENT & MARKETING","ARGOS"
"2000003628","ASESOR(A) COMERCIAL NM I","CEMENTOS ARGOS S.A. (CEM-CO02)",,"COMMERCIAL MANAGEMENT & MARKETING","ARGOS"
"2000010495","ASESOR(A) COMERCIAL NM II","CEMENTOS ARGOS S.A. (CEM-CO02)",,"COMMERCIAL MANAGEMENT & MARKETING","GRUPO ARGOS"
"2000002507","ASESOR(A) COMERCIAL NM I","CEMENTOS ARGOS S.A. (CEM-CO02)",".","COMMERCIAL MANAGEMENT & MARKETING","ARGOS"
"2000001977","ASESOR(A) COMERCIAL NM I","CEMENTOS ARGOS S.A. (CEM-CO02)",,"CONCRETE","ARGOS"
"2000002509","ASESOR(A) COMERCIAL NM I","CEMENTOS ARGOS S.A. (CEM-CO02)",,"COMMERCIAL MANAGEMENT & MARKETING","ARGOS"
"2000003629","JEFE(A) INGENIERIA","CEMENTOS ARGOS S.A. (CEM-CO02)",,"CONCRETE","ARGOS"
"2000003630","ASESOR(A) TECNICO(A)","CEMENTOS ARGOS S.A. (CEM-CO02)",,"COMMERCIAL MANAGEMENT & MARKETING","GRUPO ARGOS"
"2000002510","ASESOR(A) TECNICO(A)","CEMENTOS ARGOS S.A. (CEM-CO02)","Dirección Comercial","COMMERCIAL MANAGEMENT & MARKETING","ARGOS"
"2000002510","ASESOR(A) TECNICO(A)","CEMENTOS ARGOS S.A. (CEM-CO02)","Dirección de AT, Calidad u Operaciones","CONCRETE","ARGOS"
"2000002510","ASESOR(A) TECNICO(A)","CEMENTOS ARGOS S.A. (CEM-CO02)","Gestión de proyectos, Líder de proyectos. ","CONCRETE","GRUPO ARGOS"
"2000002511","ESPECIALISTA CONSOLIDACION Y REPORTE","SUMMA SERV. CORP. INTEGRALES (CEM-CO58)",,,
"2000001978","LIDER FINANCIERO TRADING","CEMENTOS ARGOS S.A. (CEM-CO02)",,,
"2000004533","PROFESIONAL PLANEACION TRANSPORTE","LOGITRANS S.A. (CEM-CO06)","Interés de la carrera para generar valor en el cargo que me asignen","LOGISTICS","ARGOS"
"2000002516","GESTOR(A) SR CONSOLIDACION Y REPORTE","SUMMA SERV. CORP. INTEGRALES (CEM-CO58)",,,
"2000010497","AUXILIAR SERVICIOS Y PRODUCTIVIDAD","CEMENTOS ARGOS S.A. (CEM-CO02)",,"ADMINISTRATIVE","GRUPO ARGOS"
"2000002517","PROFESIONAL INFORMACION Y GESTION","CEMENTOS ARGOS S.A. (CEM-CO02)",,"AUDIT","ARGOS"
"2000001979","PROFESIONAL ENTREGA","CONCRETOS ARGOS S.A. (CEM-CO05)",,"CONCRETE","ARGOS"
"2000010499","PROFESIONAL PROGRAMACION CONCRETOS","CONCRETOS ARGOS S.A. (CEM-CO05)",,"CONCRETE","ARGOS"
"2000001121","COORDINADOR(A) NACIONAL DE PROGRAMACION","CONCRETOS ARGOS S.A. (CEM-CO05)","COORDINACIÓN ","CONCRETE","ARGOS"
"2000001121","COORDINADOR(A) NACIONAL DE PROGRAMACION","CONCRETOS ARGOS S.A. (CEM-CO05)","LIDER DE PROCESOS ","LOGISTICS","GRUPO ARGOS"
"2000001121","COORDINADOR(A) NACIONAL DE PROGRAMACION","CONCRETOS ARGOS S.A. (CEM-CO05)","JEFE DE PLANTA DE CONCRETOS ","CONCRETE","ARGOS"
"2000003632","PROFESIONAL PROGRAMACION CONCRETOS","CONCRETOS ARGOS S.A. (CEM-CO05)",,"LOGISTICS","ARGOS"
"2000010952","LIDER CREDITO Y CARTERA","SUMMA SERV. CORP. INTEGRALES (CEM-CO58)",,"ADMINISTRATIVE","ARGOS"
"2000010952","LIDER CREDITO Y CARTERA","SUMMA SERV. CORP. INTEGRALES (CEM-CO58)",,"FINANCE","GRUPO ARGOS"
"2000010952","LIDER CREDITO Y CARTERA","SUMMA SERV. CORP. INTEGRALES (CEM-CO58)",,"FINANCE","ODINSA"
"2000010952","LIDER CREDITO Y CARTERA","SUMMA SERV. CORP. INTEGRALES (CEM-CO58)",,"ADMINISTRATIVE","CELSIA"
"2000010953","DIRECTOR(A) GESTION CREDITO Y CARTERA","CEMENTOS ARGOS S.A. (CEM-CO02)","Ascender en el área","FINANCE","ARGOS"
"2000002520","GESTOR(A) SR. PAGOS ME","SUMMA SERV. CORP. INTEGRALES (CEM-CO58)",,"FINANCE","SUMMA"
"2000002523","AUXILIAR PERSONAS","CEMENTOS ARGOS S.A. (CEM-CO02)",,"HR MANAGEMENT","CELSIA"
"2000002523","AUXILIAR PERSONAS","CEMENTOS ARGOS S.A. (CEM-CO02)",,"HR MANAGEMENT","ARGOS"
"2000002524","PROFESIONAL ESTANDARIZACION Y SISTEMAS DE GESTION","CEMENTOS ARGOS S.A. (CEM-CO02)",,"HR MANAGEMENT",
"2000003633","AUXILIAR PERSONAS","CEMENTOS ARGOS S.A. (CEM-CO02)",,"N/D","ARGOS"
"2000008425","OPERADOR(A) PRODUCCION I","CEMENTOS ARGOS S.A. (CEM-CO02)",,,
"2000002525","TECNICO(A) INVENTARIOS","CEMENTOS ARGOS S.A. (CEM-CO02)",,"ADMINISTRATIVE","ARGOS"
"2000002525","TECNICO(A) INVENTARIOS","CEMENTOS ARGOS S.A. (CEM-CO02)",,"LOGISTICS","ARGOS"
"2000002525","TECNICO(A) INVENTARIOS","CEMENTOS ARGOS S.A. (CEM-CO02)",,"HR MANAGEMENT","ARGOS"
"2000002525","TECNICO(A) INVENTARIOS","CEMENTOS ARGOS S.A. (CEM-CO02)",,"SOURCING","ARGOS"
"2000002525","TECNICO(A) INVENTARIOS","CEMENTOS ARGOS S.A. (CEM-CO02)",,"AUDIT","ARGOS"
"2000002525","TECNICO(A) INVENTARIOS","CEMENTOS ARGOS S.A. (CEM-CO02)",,"HEALTH & SAFETY","ARGOS"
"2000002525","TECNICO(A) INVENTARIOS","CEMENTOS ARGOS S.A. (CEM-CO02)",,"STRATEGIC MANAGEMENT","ARGOS"
"2000012277","OPERADOR(A) PRODUCCION I","CEMENTOS ARGOS S.A. (CEM-CO02)",,"CEMENT PRODUCTION","GRUPO ARGOS"
"2000002526","ALMACENISTA","CEMENTOS ARGOS S.A. (CEM-CO02)",,"MAINTENANCE","ARGOS"
"2000002527","ADMINISTRADOR SUCCESSFACTORS","SUMMA SERV. CORP. INTEGRALES (CEM-CO58)",,"ADMINISTRATIVE","CELSIA"
"2000002527","ADMINISTRADOR SUCCESSFACTORS","SUMMA SERV. CORP. INTEGRALES (CEM-CO58)",,"ADMINISTRATIVE","ARGOS"
"2000002528","AUXILIAR PERSONAS","CEMENTOS ARGOS S.A. (CEM-CO02)",,"COMMUNICATIONS","GRUPO ARGOS"
"2000002528","AUXILIAR PERSONAS","CEMENTOS ARGOS S.A. (CEM-CO02)",,"AIRPORTS","ODINSA"
"2000003235","PROFESIONAL SERVICIOS Y PRODUCTIVIDAD","CEMENTOS ARGOS S.A. (CEM-CO02)",,"HR MANAGEMENT","ARGOS"
"2000004110","AUXILIAR INFORMACION","CEMENTOS ARGOS S.A. (CEM-CO02)",,"HR MANAGEMENT","ARGOS"
"2000004111","OPERADOR(A) LOGISTICA","CEMENTOS ARGOS S.A. (CEM-CO02)",,"SOURCING","ARGOS"
"2000004112","OPERADOR(A) LOGISTICA","CEMENTOS ARGOS S.A. (CEM-CO02)",,,
"2000003238","OPERADOR(A) LOGISTICA","CEMENTOS ARGOS S.A. (CEM-CO02)",,"LOGISTICS","ARGOS"
"2000003239","OPERADOR(A) LOGISTICA","CEMENTOS ARGOS S.A. (CEM-CO02)","area de abastecimiento y despacho","LOGISTICS","ARGOS"
"2000003240","OPERADOR(A) LOGISTICA","CEMENTOS ARGOS S.A. (CEM-CO02)",,"LOGISTICS","ARGOS"
"2000003241","COORDINADOR(A) CENTRO INTEGRADO FLETES","CEMENTOS ARGOS S.A. (CEM-CO02)",,"SOURCING","ARGOS"
"2000003242","OPERADOR(A) LOGISTICA","CEMENTOS ARGOS S.A. (CEM-CO02)",,"HR MANAGEMENT","ARGOS"
"2000003243","OPERADOR(A) LOGISTICA","CEMENTOS ARGOS S.A. (CEM-CO02)","terminar la tecnología en logística ","LOGISTICS","ARGOS"
"2000003245","OPERADOR(A) LOGISTICA","CEMENTOS ARGOS S.A. (CEM-CO02)",,"LOGISTICS","ARGOS"
"2000003246","PROFESIONAL LOGISTICA","CEMENTOS ARGOS S.A. (CEM-CO02)","Realiza otra especialización en Logística  y abastecimiento, 

","LOGISTICS","ARGOS"
"2000002328","OPERADOR(A) LOGISTICA","CEMENTOS ARGOS S.A. (CEM-CO02)",,"LOGISTICS","ARGOS"
"2000002329","OPERADOR(A) LOGISTICA","CEMENTOS ARGOS S.A. (CEM-CO02)",,,
"2000004113","OPERADOR(A) LOGISTICA","CEMENTOS ARGOS S.A. (CEM-CO02)",,,
"2000002330","OPERADOR(A) LOGISTICA","CEMENTOS ARGOS S.A. (CEM-CO02)",,,
"2000004114","OPERADOR(A) LOGISTICA","CEMENTOS ARGOS S.A. (CEM-CO02)",,,
"2000003249","OPERADOR(A) LOGISTICA","CEMENTOS ARGOS S.A. (CEM-CO02)",,"LOGISTICS","ARGOS"
"2000011211","ALMACENISTA","ZONA FRANCA ARGOS S.A.S (CEM-CO04)","SER PROFESIONAL DE MTTO","MAINTENANCE","ARGOS"
"2000002331","OPERADOR(A) LOGISTICA","CEMENTOS ARGOS S.A. (CEM-CO02)","Me gustaría poder iniciar estudios relacionados con los problemas de nuestro planeta o  también algo referente  a cuidar, proteger las  condiciones físicas de los trabajadores.",,"ARGOS"
"2000002332","GESTOR(A) CONTABILIDAD DE COSTOS","SUMMA SERV. CORP. INTEGRALES (CEM-CO58)",,,
"2000003251","GESTOR(A) MESA AYUDA COMERCIAL","SUMMA SERV. CORP. INTEGRALES (CEM-CO58)",,"FINANCE","ARGOS"
"2000003252","GESTOR(A) SR. CONTABILIDAD COSTOS","SUMMA SERV. CORP. INTEGRALES (CEM-CO58)",,,
"2000003253","PROFESIONAL CA FLETES Y PORTAL PEDIDOS","CEMENTOS ARGOS S.A. (CEM-CO02)","Con suficiente experiencia para cargos afines","LOGISTICS",
"2000011212","AUXILIAR AGENCIA","LOGITRANS S.A. (CEM-CO06)",,"SOURCING","ARGOS"
"2000003254","TECNICO(A) MUELLE N","ZONA FRANCA ARGOS S.A.S (CEM-CO04)",,"RESEARCH AND DEVELOPMENT","ARGOS"
"2000003254","TECNICO(A) MUELLE N","ZONA FRANCA ARGOS S.A.S (CEM-CO04)",,"AIRPORTS","GRUPO ARGOS"
"2000003254","TECNICO(A) MUELLE N","ZONA FRANCA ARGOS S.A.S (CEM-CO04)",,"ROADS","ODINSA"
"2000003254","TECNICO(A) MUELLE N","ZONA FRANCA ARGOS S.A.S (CEM-CO04)",,"SOURCING","ARGOS"
"2000003254","TECNICO(A) MUELLE N","ZONA FRANCA ARGOS S.A.S (CEM-CO04)",,"AIR SERVICES","GRUPO ARGOS"
"2000003254","TECNICO(A) MUELLE N","ZONA FRANCA ARGOS S.A.S (CEM-CO04)",,"MAINTENANCE","ARGOS"
"2000003254","TECNICO(A) MUELLE N","ZONA FRANCA ARGOS S.A.S (CEM-CO04)",,"POWER GENERATION","CELSIA"
"2000003254","TECNICO(A) MUELLE N","ZONA FRANCA ARGOS S.A.S (CEM-CO04)",,"ADMINISTRATIVE","ARGOS"
"2000003254","TECNICO(A) MUELLE N","ZONA FRANCA ARGOS S.A.S (CEM-CO04)",,"CEMENT PRODUCTION","ARGOS"
"2000003254","TECNICO(A) MUELLE N","ZONA FRANCA ARGOS S.A.S (CEM-CO04)",,"LOGISTICS","GRUPO ARGOS"
"2000004665","AUXILIAR AGENCIA","LOGITRANS S.A. (CEM-CO06)","LOGITRANS","LOGISTICS","ARGOS"
"2000011213","OPERADOR(A) LOGISTICA","CEMENTOS ARGOS S.A. (CEM-CO02)",,"LOGISTICS","GRUPO ARGOS"
"2000004666","AUXILIAR AGENCIA","LOGITRANS S.A. (CEM-CO06)",,,
"2000004667","AUXILIAR AGENCIA","LOGITRANS S.A. (CEM-CO06)",,"ADMINISTRATIVE","ARGOS"
"2000011215","OPERADOR(A) LOGISTICA","CEMENTOS ARGOS S.A. (CEM-CO02)",,"HR MANAGEMENT","ARGOS"
"2000001474","AUXILIAR AGENCIA","LOGITRANS S.A. (CEM-CO06)","Interesado en aportar mis conocimientos y explorar.","LOGISTICS","ARGOS"
"2000011216","AUXILIAR AGENCIA","LOGITRANS S.A. (CEM-CO06)",,"LOGISTICS","ARGOS"
"2000004669","OPERADOR(A) LOGISTICA","CEMENTOS ARGOS S.A. (CEM-CO02)",,,
"2000002333","PROFESIONAL USUARIO OPERADOR","ZONA FRANCA ARGOS S.A.S (CEM-CO04)","Area Comex","SOURCING","ARGOS"
"2000003256","COMPRADOR(A)","SUMMA SERV. CORP. INTEGRALES (CEM-CO58)","Es una filial con proyección de crecimiento y de crecer con ella, a demás, es una filial que está interrelaciones con las otras filiales","SOURCING","SUMMA"
"2000003257","LIDER COMPRAS","SUMMA SERV. CORP. INTEGRALES (CEM-CO58)",,"SOURCING","SUMMA"
"2000010301","AUXILIAR COMERCIO EXTERIOR","CEMENTOS ARGOS S.A. (CEM-CO02)",,"SOURCING","CELSIA"
"2000010301","AUXILIAR COMERCIO EXTERIOR","CEMENTOS ARGOS S.A. (CEM-CO02)",,"SOURCING","ARGOS"
"2000011217","GESTOR(A) SR. CREDITO Y CARTERA","SUMMA SERV. CORP. INTEGRALES (CEM-CO58)",,,"ARGOS"
"2000011218","GESTOR(A) SR. CONTABILIDAD COSTOS","SUMMA SERV. CORP. INTEGRALES (CEM-CO58)",,,
"2000003262","GESTOR(A) SR. CONTABLE","SUMMA SERV. CORP. INTEGRALES (CEM-CO58)","Me gustaría hacer una especializacion en Finanzas o en Impuestos","FINANCE","ARGOS"
"2000003263","GESTOR(A) SR. CONTABLE","SUMMA SERV. CORP. INTEGRALES (CEM-CO58)",,,
"2000004116","OPERADOR(A) LOGISTICA","CEMENTOS ARGOS S.A. (CEM-CO02)",,,
"2000002334","OPERADOR(A) PERFORADOR","CEMENTOS ARGOS S.A. (CEM-CO02)",,,
"2000003264","PROFESIONAL LOGISTICA","ZONA FRANCA ARGOS S.A.S (CEM-CO04)","Conozco todo el proceso logístico , me gustaría desarrollar mi perfil hacia la planeacion en la cadena de abastecimiento a  nivel nacional.","LOGISTICS","ARGOS"
"2000011220","ALMACENISTA N","ZONA FRANCA ARGOS S.A.S (CEM-CO04)","Cadena de Abastecimiento y Almacenamiento","SOURCING","ARGOS"
"2000002335","OPERADOR(A) LOGISTICA","ZONA FRANCA ARGOS S.A.S (CEM-CO04)",,,
"2000003265","OPERADOR(A) LOGISTICA","CEMENTOS ARGOS S.A. (CEM-CO02)",,,
"2000010663","AUXILIAR MANTENIMIENTO","CONCRETOS ARGOS S.A. (CEM-CO05)","Para mayor conocimiento","URBAN DEVELOPMENT","ARGOS"
"2000004117","PROFESIONAL MANTENIMIENTO CONCRETOS","CONCRETOS ARGOS S.A. (CEM-CO05)",,"MAINTENANCE","ARGOS"
"2000004117","PROFESIONAL MANTENIMIENTO CONCRETOS","CONCRETOS ARGOS S.A. (CEM-CO05)",,"INFORMATION TECHNOLOGY","CELSIA"
"2000004118","AUXILIAR MANTENIMIENTO","CONCRETOS ARGOS S.A. (CEM-CO05)",,"MAINTENANCE","ARGOS"
"2000004119","PROFESIONAL MANTENIMIENTO CONCRETOS","CONCRETOS ARGOS S.A. (CEM-CO05)",,"MAINTENANCE","CELSIA"
"2000003266","LIDER MOVILIDAD","SUMMA SERV. CORP. INTEGRALES (CEM-CO58)","Todas las filiales del Grupo Empresarial","HR MANAGEMENT",
"2000003266","LIDER MOVILIDAD","SUMMA SERV. CORP. INTEGRALES (CEM-CO58)","Todas las filiales del Grupo Empresarial","ADMINISTRATIVE",
"2000002336","OPERADOR(A) LOGISTICA","CEMENTOS ARGOS S.A. (CEM-CO02)",,"CONCRETE","ARGOS"
"2000003267","OPERADOR(A) LOGISTICA","CEMENTOS ARGOS S.A. (CEM-CO02)",,"LOGISTICS","ARGOS"
"2000003268","PROFESIONAL ENTREGA Y SERVICIO LOGISTICO","CEMENTOS ARGOS S.A. (CEM-CO02)",,"LOGISTICS","ARGOS"
"2000004670","JEFE(A) SOPORTE DE OPERACIONES","LOGITRANS S.A. (CEM-CO06)",,"COMMERCIAL MANAGEMENT & MARKETING","ARGOS"
"2000004670","JEFE(A) SOPORTE DE OPERACIONES","LOGITRANS S.A. (CEM-CO06)",,"SOURCING","ARGOS"
"2000003269","GESTOR(A) SR. PAGOS","SUMMA SERV. CORP. INTEGRALES (CEM-CO58)","Seguir trabajando en el área Contable y sus a fines","FINANCE","ARGOS"
"2000002905","PROFESIONAL COMERCIO EXTERIOR","CEMENTOS ARGOS S.A. (CEM-CO02)","Comercio Exterior","SOURCING","ARGOS"
"2000002907","PROFESIONAL INFORMACION","CEMENTOS ARGOS S.A. (CEM-CO02)",,"INFORMATION TECHNOLOGY","ARGOS"
"2000002908","AUXILIAR INFORMACION DE MANTENIMIENTO","CEMENTOS ARGOS S.A. (CEM-CO02)","Crecer en esta rea dentro del grupo Argos","HR MANAGEMENT","GRUPO ARGOS"
"2000003794","AUXILIAR INFORMACION","CEMENTOS ARGOS S.A. (CEM-CO02)",,"AIRPORTS","ODINSA"
"2000002909","OPERACION ERP","SUMMA SERV. CORP. INTEGRALES (CEM-CO58)",,,
"2000011054","AUXILIAR INFORMACION","ZONA FRANCA ARGOS S.A.S (CEM-CO04)",,"ADMINISTRATIVE","ARGOS"
"2000011054","AUXILIAR INFORMACION","ZONA FRANCA ARGOS S.A.S (CEM-CO04)",,"LOGISTICS","ARGOS"
"2000011054","AUXILIAR INFORMACION","ZONA FRANCA ARGOS S.A.S (CEM-CO04)",,"COMMUNICATION AND CORPORATE RESPONSIBILITY","ARGOS"
"2000003795","AUXILIAR INFORMACION DE MANTENIMIENTO","CEMENTOS ARGOS S.A. (CEM-CO02)",,"MAINTENANCE","ARGOS"
"2000011055","AUXILIAR OPERACIONES","CONCRETOS ARGOS S.A. (CEM-CO05)",,,
"2000002910","GESTOR(A) SR. FACTURACION Y DM CLIENTES","SUMMA SERV. CORP. INTEGRALES (CEM-CO58)",,"ADMINISTRATIVE","ARGOS"
"2000003797","AUXILIAR OPERACIONES","CONCRETOS ARGOS S.A. (CEM-CO05)","Me siento a gusto en mi puesto de trabajo.","CONCRETE","ARGOS"
"2000004587","AUXILIAR PRODUCCION AGREGADOS","CONCRETOS ARGOS S.A. (CEM-CO05)","Todo lo relacionado con temas administrativos o producción.","ADMINISTRATIVE","ARGOS"
"2000003799","PROFESIONAL INFORMACION COMERCIAL","CONCRETOS ARGOS S.A. (CEM-CO05)","COMPARTIR CONOCIMIENTOS DE EXPERIENCIA DE DIFERENTES ROLES ","CONCRETE","ARGOS"
"2000010577","OPERADOR(A) LOGISTICA","CEMENTOS ARGOS S.A. (CEM-CO02)",,"LOGISTICS","ARGOS"
"2000002911","GESTOR(A) CARTERA","SUMMA SERV. CORP. INTEGRALES (CEM-CO58)",,,
"2000002912","ANALISTA GESTION CREDITO Y CARTERA","CEMENTOS ARGOS S.A. (CEM-CO02)",,"AUDIT","ARGOS"
"2000002912","ANALISTA GESTION CREDITO Y CARTERA","CEMENTOS ARGOS S.A. (CEM-CO02)",,"FINANCE","ARGOS"
"2000002913","GESTOR(A) DM CLIENTES","SUMMA SERV. CORP. INTEGRALES (CEM-CO58)",,"ADMINISTRATIVE",
"2000002915","ESPECIALISTA APLICACIONES","SUMMA SERV. CORP. INTEGRALES (CEM-CO58)",,,
"2000002916","GESTOR(A) SR. APLICACION RECAUDOS","SUMMA SERV. CORP. INTEGRALES (CEM-CO58)","fortalecer las capacidades como brigadista","HEALTH & SAFETY",
